Account ID,Name,Phone,Email,Last Year Total Sales,Country,State/Province,City
d84bbee6-70eb-4742-b480-c2547168cb51,Huel LLC,927-340-1856,ccostallx@naver.com,4686,Indonesia,,Puntaru
e5124769-7e7b-4277-98ad-789845ad38fe,Johnston-Goldner,328-480-9900,aheskinsy@apache.org,7165,North Korea,,Anju
dc52b2b5-7a18-46e0-8efd-76e44f1c646e,"Russel, Douglas and Bergstrom",505-926-7682,ekedwardz@time.com,2322,Morocco,,Bouabout
e1f27155-fb5f-423d-aae4-1bf0861575cb,Smith-Cormier,240-272-6739,jallsop10@typepad.com,1557,China,,Xiabeisi
8d49aa3b-5df7-4ac3-9a3b-529c2e960108,"Schneider, Wuckert and Armstrong",602-297-9410,sciccottini11@histats.com,8102,Kazakhstan,,Balpyk Bī
d03102ea-1af5-4c0d-9924-18ed4e07f6db,Heaney-McDermott,121-471-5010,smidden12@google.es,3067,China,,Fanzhuang
0d2f9ab1-4584-4ddd-9278-eae323643360,Sporer-Kub,179-439-3622,lchate13@ucoz.com,8105,Panama,,El Caño
2d94c38c-ba26-46eb-ac12-8a7c2afcca28,Pouros-Gislason,137-511-5496,sglencorse14@furl.net,9264,Philippines,,Bantuanon
cb7c2268-a0a2-4498-9b01-253c1e085134,Schaden LLC,864-779-3155,dbroy15@naver.com,5269,Russia,,Kupino
062f1001-7bcf-48f9-b359-55c8e3140d9f,Herman and Sons,706-735-5644,mhansen16@discovery.com,7666,China,,Baohe
2a1fb286-f0c0-44df-b282-4c169bcf89bb,"Lesch, Keeling and Bradtke",303-737-1929,dlorek17@shareasale.com,5285,New Zealand,,Pukekohe East
947934d2-238d-4211-80fd-7cee974524b7,Corkery LLC,838-773-0721,rbenger18@mozilla.org,5720,Japan,,Kitakata
42e2d5a6-73ac-42b2-a84b-90106e1ab772,"Cummerata, Gaylord and Bergstrom",776-196-5382,tcottle19@princeton.edu,1020,Serbia,,Srpska Crnja
db8e1cbd-1186-419b-b349-40ce33fbe40b,Bins LLC,592-476-3436,,4035,Russia,,Baykit
6713d986-7f46-4bcd-906c-9bc8172dd324,Friesen-Schuppe,106-396-0945,yridley1b@omniture.com,2112,Brazil,,Planaltina
0d0bc7bb-ff27-4840-a49e-49b46b4402bd,"Hartmann, Jaskolski and Mueller",102-850-9926,tcritchlow1c@twitpic.com,9435,El Salvador,,Chinameca
d9c1b7b3-3ffc-4503-98d7-534163629e37,"Klein, Welch and Towne",369-150-7134,mpennycuick1d@un.org,2167,Portugal,Ilha da Madeira,Santa Cruz
70ed18ff-631a-40c1-bf81-edfbe2ca3307,Aufderhar LLC,852-887-4944,spedracci1e@addtoany.com,6884,Poland,,Mników
3060a1f4-7f8d-4e2b-8718-cd3f0c5dd5c9,Ledner-Doyle,716-790-8087,coldroyd1f@paypal.com,2937,Ireland,,Moycullen
baa79ba0-306c-4f5a-8a3f-74ce60b99617,"King, Hettinger and Bergstrom",105-440-0830,rferraretto1g@bbb.org,3863,Indonesia,,Kertapura
ad6aa6a6-a173-4ff0-8c73-d14fece11600,"Marks, Okuneva and Goyette",813-458-7827,clambdon1h@sphinn.com,9120,Russia,,Dinskaya
c6b41dac-4c1a-4626-9c5b-49253203c08a,Powlowski-Mante,400-896-8505,rdemoreno1i@github.com,6644,Zimbabwe,,Masvingo
461ca1e0-fa1e-4ee1-ac82-d77ecd09a4a8,Williamson LLC,164-288-7905,groft1j@nhs.uk,7785,China,,Jintun
7e25a76a-796e-42da-90cd-d5c6e59bd5e1,Kris-Bailey,600-160-3463,tklauer1k@about.me,7809,China,,Gaotaizi
f330e94f-1c79-4b51-89d5-24d0da955364,Breitenberg Group,779-567-5140,vcadore1l@narod.ru,3340,Russia,,Issad
19206f8d-8c35-44d0-afde-f1e4519ee10e,"Stoltenberg, McKenzie and Douglas",858-425-6008,gharriagn1m@nytimes.com,5803,Philippines,,Bolinao
547a47d8-fe11-44f3-a624-3d4506e352fb,Quigley-Kertzmann,658-995-7724,sethridge1n@4shared.com,1982,China,,Guanghou
4866250d-0a74-4597-9d40-9a3321df3b49,"Hartmann, Sanford and Ritchie",741-947-1716,wsukbhans1o@squarespace.com,7094,Philippines,,Cigaras
a11b951e-4e21-4137-8601-4b4b2f3f741c,"Hegmann, Johnston and Jenkins",198-412-0707,erochelle1p@yandex.ru,3573,Sweden,Västra Götaland,Alingsås
a7225c8c-9b99-444b-9755-d700f54999a5,"Weimann, Satterfield and Wintheiser",560-321-4545,efratson1q@rediff.com,8537,Indonesia,,Mantingantengah
fef6a3bd-c4ba-467b-bae4-b764b3d81f6c,Grady and Sons,554-593-4133,apedden1r@adobe.com,5860,Portugal,Aveiro,Légua
8c243cb7-baee-472c-bfc7-d2c4a34caad1,Considine-Shanahan,635-161-0323,blloyd1s@ox.ac.uk,7471,China,,Xinbu
dcc530a4-0c2f-431d-b872-265667ff0986,"Hamill, Johnston and Hansen",184-798-7761,jcarbery1t@sourceforge.net,1776,Ireland,,Kingscourt
c3c82407-212c-46ba-92c0-1666fdfdbe14,Graham-Nitzsche,543-130-7211,jbetterton1u@amazon.com,9290,Indonesia,,Kawengan
72bf635b-4918-4310-b0c8-c3bbbfcce6f1,Lueilwitz Inc,334-817-8200,,3546,United States,Alabama,Montgomery
a79080d5-ceff-41ec-bc0b-18c320df4b7c,"Leuschke, Wintheiser and Walker",881-664-0848,ealtimas1w@timesonline.co.uk,1024,Kazakhstan,,Bayanaūyl
075e0351-14c0-4e17-9d90-6e3b616a8391,Johns-Kautzer,801-995-8672,lhannant1x@bloglovin.com,5367,China,,Zala
71f20a39-075b-4159-8cad-a8fe49280463,Mueller LLC,975-463-7950,jvasnev1y@networkadvertising.org,3477,Ukraine,,Voyinka
6f87bd40-3285-47e3-a7d8-6bc6a8aa8075,Glover-Parisian,279-256-9364,ypenhalewick1z@bloglines.com,8983,Uganda,,Margherita
15d58a7f-8897-4272-b332-0d011c1b626d,"Predovic, Steuber and Herman",210-142-8970,iessame20@businesswire.com,8270,Slovenia,,Vir
8bf52aff-df9b-49af-96de-e42cdf5126f8,Morissette Group,140-347-2923,hrippen21@hostgator.com,8331,Philippines,,Leon Postigo
cde49596-1a74-4349-b147-3c16a3162eef,Hamill Group,407-675-7271,rmeredith22@sfgate.com,7746,Ukraine,,Zuya
59892930-cee3-4f70-81ba-9f0fe8b9e72d,"Quitzon, Konopelski and Gerhold",870-565-7163,sguthrum23@w3.org,4797,Serbia,,Badovinci
884ffa12-5e1f-4bbb-8533-5ec026edcae9,Dach Inc,217-872-3528,zkille24@theatlantic.com,1222,China,,Hengli
303510c7-224b-431a-b999-699b3b7faa82,"Harber, Hills and Abbott",974-449-5134,,9282,Venezuela,,San Silvestre
987c6f82-bb55-4691-890c-690f5dc2b00a,"Stiedemann, Hessel and Ebert",,creiach26@booking.com,8486,China,,Beizheng
1763ec3e-1a44-4105-a224-a9c1b51c7938,"Von, Predovic and Goyette",830-339-3812,dspikings27@wunderground.com,3558,Djibouti,,'Ali Sabieh
aac7a9c9-ba52-4486-b280-3213fd25fc02,"Johnston, Powlowski and Carroll",289-508-3902,hgoodyear28@imageshack.us,7036,Kyrgyzstan,,Kara Suu
48d0b1f1-70bf-4c93-9c45-9eade2b66cab,Rath Group,700-299-6481,mdemangeon29@cpanel.net,7082,Kenya,,Kitale
2f753009-3d4e-4172-9c25-c3e7a52bb8a5,"Gulgowski, Hilll and Pfannerstill",587-851-8812,mnavein2a@youtube.com,1743,Poland,,Skoroszyce
e90dce02-7fd1-41f3-857e-ebb5618a00f5,"Pfannerstill, Prohaska and Considine",997-456-4905,mharkes2b@indiatimes.com,3372,Argentina,,Santa Lucía
0deca0d0-1a70-44c6-8247-2e6a4fcd162b,"Kris, Gibson and Collins",587-530-0013,jmardall2c@mozilla.com,4865,Philippines,,Battung
82aa7e07-d09b-4699-b005-6b044505032d,"Langosh, Hintz and Rowe",835-700-2505,dsirl2d@smugmug.com,1762,Russia,,Pokrovskoye-Streshnëvo
6c9ad203-6320-4eaa-aae5-a0bfcf42286f,"Gibson, O'Kon and Stark",951-776-6849,fromayn2e@mozilla.com,8446,Peru,,Antabamba
7eff1b17-e643-410a-816c-a5b008a5984c,Dare Group,543-157-3998,jdreus2f@tinyurl.com,3227,Brazil,,Criciúma
d22b2fd0-92e4-4a8f-b6fa-597770621337,Rempel and Sons,336-512-8403,ktourville2g@nps.gov,9911,Kosovo,,Nishor
1f8d5144-23a0-4313-8419-b4ae299d5798,"Schaden, McClure and Grimes",977-717-2768,drollason2h@yale.edu,1134,China,,Mazongling
da6acd4f-ec27-45d9-98b6-050a6a388619,Rau-Jaskolski,822-290-4221,gcarle2i@springer.com,9062,Vietnam,,Thị Trấn Nho Quan
7ee1d73c-2c14-44aa-a50b-b226cfc68b73,Marvin Inc,415-159-7031,mhagley2j@goodreads.com,7093,Indonesia,,Keli
5ebe11e7-5aa6-4694-90ed-08a28cf76017,"Collier, Schmitt and Marks",685-943-4216,ysurgen2k@scribd.com,8963,Portugal,Leiria,Souto do Meio
af9e19ef-a9b2-456c-afeb-622029f97a06,King and Sons,261-272-7193,wturbayne2l@wordpress.org,2914,Ukraine,,Bolhrad
c8b168c3-8630-4a8d-ade4-a70c3ba42ec7,Schamberger Inc,888-931-1220,mglasard2m@adobe.com,7902,Azerbaijan,,Hövsan
51a91579-1283-45ff-b5b6-e7a7c0a302a4,Stehr-Ritchie,302-499-0055,iauld2n@businessinsider.com,8864,China,,Apengjiang
13ed5186-3fff-4683-ac17-17aac0ccf5ab,Nikolaus and Sons,979-546-9405,tanniwell2o@ocn.ne.jp,5657,Sweden,Västmanland,Västerås
a684cd12-0138-4e53-9fb2-41fdb167e3f9,Lueilwitz-Greenholt,703-546-0477,baldcorn2p@japanpost.jp,5025,China,,Xinglong
eecad783-d5d7-4f6e-b876-c6b6bc4a5340,Crist-Wiza,347-508-2117,,9737,France,Limousin,Limoges
b0bda258-b66a-42c5-82df-c1f0e2e34668,Johnson LLC,244-371-5172,eolivazzi2r@yandex.ru,2245,Chile,,Valparaíso
